transaction_id,arrival_time,service_time_min,wait_time_min,transaction_type,teller_id,abandoned,response_time_min,handled,queue_length_at_arrival
58,10/26/2025 12:36,,50,Transfer,,TRUE,,FALSE,19
59,10/26/2025 12:36,,49.8,Deposit,,TRUE,,FALSE,20
60,10/26/2025 12:36,,49.5,Balance Check,,TRUE,,FALSE,21
61,10/26/2025 12:37,,48.7,Deposit,,TRUE,,FALSE,22
62,10/26/2025 12:39,,47.2,Deposit,,TRUE,,FALSE,23
63,10/26/2025 12:40,,45.5,Withdrawal,,TRUE,,FALSE,24
64,10/26/2025 12:41,,45.3,Deposit,,TRUE,,FALSE,25
65,10/26/2025 12:41,,45.2,Deposit,,TRUE,,FALSE,26
66,10/26/2025 12:41,,44.9,Deposit,,TRUE,,FALSE,27
67,10/26/2025 12:42,,43.9,Balance Check,,TRUE,,FALSE,28
68,10/26/2025 12:43,,43.2,Withdrawal,,TRUE,,FALSE,29
69,10/26/2025 12:43,,43.2,Deposit,,TRUE,,FALSE,30
70,10/26/2025 12:43,,42.4,Deposit,,TRUE,,FALSE,31
71,10/26/2025 12:44,,41.9,Balance Check,,TRUE,,FALSE,32
72,10/26/2025 12:45,,41.1,Withdrawal,,TRUE,,FALSE,33
73,10/26/2025 12:47,,39,Loan Inquiry,,TRUE,,FALSE,34
74,10/26/2025 12:48,,37.6,Deposit,,TRUE,,FALSE,35
75,10/26/2025 12:49,,36.9,Withdrawal,,TRUE,,FALSE,36
76,10/26/2025 12:50,,36.2,Withdrawal,,TRUE,,FALSE,37
77,10/26/2025 12:51,,34.7,Balance Check,,TRUE,,FALSE,38
78,10/26/2025 12:51,,34.5,Deposit,,TRUE,,FALSE,39
79,10/26/2025 12:56,,30,Withdrawal,,TRUE,,FALSE,40
80,10/26/2025 12:57,,29.3,Deposit,,TRUE,,FALSE,41
81,10/26/2025 12:59,,26.7,Deposit,,TRUE,,FALSE,42
82,10/26/2025 13:03,1.9,23.2,Transfer,T1,FALSE,25.1,TRUE,42
83,10/26/2025 13:06,10,21.4,Deposit,T1,FALSE,31.4,TRUE,42
84,10/26/2025 13:09,1,19.1,Withdrawal,T2,FALSE,20.1,TRUE,42
85,10/26/2025 13:15,1.6,14.3,Withdrawal,T2,FALSE,15.9,TRUE,42
86,10/26/2025 13:16,1,14.8,Deposit,T2,FALSE,15.8,TRUE,42
87,10/26/2025 13:18,45,13.9,Withdrawal,T2,FALSE,58.9,TRUE,42
88,10/26/2025 13:18,23.3,13.9,Pay Order,T3,FALSE,37.2,TRUE,42
89,10/26/2025 13:20,11.2,18.3,Deposit,T1,FALSE,29.4,TRUE,42
90,10/26/2025 13:20,,28.5,Withdrawal,,TRUE,,FALSE,43
91,10/26/2025 13:22,,27.4,Deposit,,TRUE,,FALSE,44
92,10/26/2025 13:23,,26.1,Deposit,,TRUE,,FALSE,45
93,10/26/2025 13:27,16.7,22.2,Deposit,T1,FALSE,38.9,TRUE,45
94,10/26/2025 13:27,,28.1,Deposit,,TRUE,,FALSE,46
95,10/26/2025 13:30,,25.4,Withdrawal,,TRUE,,FALSE,47
96,10/26/2025 13:31,1,24.1,Deposit,T3,FALSE,25.1,TRUE,47
97,10/26/2025 13:31,1,24.7,Deposit,T3,FALSE,25.7,TRUE,47
98,10/26/2025 13:32,16.7,24.8,Withdrawal,T3,FALSE,41.5,TRUE,47
99,10/26/2025 13:33,,32.5,Pay Order,,TRUE,,FALSE,48
100,10/26/2025 13:33,,32.4,Pay Order,,TRUE,,FALSE,49
101,10/26/2025 13:34,,31.7,Withdrawal,,TRUE,,FALSE,50
102,10/26/2025 13:35,,31,Deposit,,TRUE,,FALSE,51
103,10/26/2025 13:38,,27.6,Deposit,,TRUE,,FALSE,52
104,10/26/2025 13:39,,26.7,Deposit,,TRUE,,FALSE,53
105,10/26/2025 13:39,,26.6,Withdrawal,,TRUE,,FALSE,54
106,10/26/2025 13:40,,25.9,Withdrawal,,TRUE,,FALSE,55
107,10/26/2025 13:42,5.7,24.2,Deposit,T1,FALSE,29.9,TRUE,55
108,10/26/2025 13:45,,25.9,Withdrawal,,TRUE,,FALSE,56
109,10/26/2025 13:46,,25.6,Withdrawal,,TRUE,,FALSE,57
110,10/26/2025 13:47,5.4,24.2,Deposit,T1,FALSE,29.6,TRUE,57
111,10/26/2025 13:49,,25,Loan Inquiry,,TRUE,,FALSE,58
112,10/26/2025 13:49,9,24.3,Loan Inquiry,T3,FALSE,33.3,TRUE,58
113,10/26/2025 13:51,,26.2,Deposit,,TRUE,,FALSE,59
114,10/26/2025 13:51,,25.3,Deposit,,TRUE,,FALSE,60
115,10/26/2025 13:52,15.3,24.8,Deposit,T1,FALSE,40.1,TRUE,60
116,10/26/2025 13:53,4.8,23.9,Deposit,T2,FALSE,28.7,TRUE,60
117,10/26/2025 13:56,,25.3,Deposit,,TRUE,,FALSE,61
